0.34525	-0.05070	-0.31300	-0.15036	-0.08644	-1.41447	-0.44861	-1.85569	-1.87133	-0.91524
0.34492	-0.04245	-0.31059	-0.15195	-0.08520	-1.40587	-0.43971	-1.84902	-1.85294	-0.90744
0.34415	-0.03436	-0.30860	-0.15331	-0.08459	-1.39684	-0.42972	-1.84297	-1.83474	-0.89976
0.34297	-0.02645	-0.30703	-0.15443	-0.08460	-1.38743	-0.41883	-1.83754	-1.81688	-0.89221
0.34141	-0.01875	-0.30592	-0.15529	-0.08519	-1.37766	-0.40721	-1.83274	-1.79950	-0.88480
0.33951	-0.01127	-0.30526	-0.15590	-0.08633	-1.36753	-0.39505	-1.82857	-1.78273	-0.87755
0.33729	-0.00402	-0.30506	-0.15624	-0.08798	-1.35707	-0.38256	-1.82503	-1.76670	-0.87045
0.33481	0.00297	-0.30533	-0.15633	-0.09010	-1.34629	-0.36991	-1.82213	-1.75148	-0.86351
0.33212	0.00968	-0.30609	-0.15619	-0.09266	-1.33520	-0.35729	-1.81984	-1.73714	-0.85675
0.32926	0.01611	-0.30731	-0.15585	-0.09560	-1.32380	-0.34489	-1.81814	-1.72374	-0.85019
0.32631	0.02222	-0.30899	-0.15533	-0.09891	-1.31211	-0.33287	-1.81699	-1.71132	-0.84384
0.32334	0.02801	-0.31111	-0.15467	-0.10252	-1.30016	-0.32138	-1.81633	-1.69988	-0.83774
0.32039	0.03345	-0.31364	-0.15389	-0.10641	-1.28797	-0.31055	-1.81610	-1.68946	-0.83194
0.31752	0.03854	-0.31655	-0.15302	-0.11053	-1.27556	-0.30049	-1.81623	-1.68004	-0.82649
0.31480	0.04326	-0.31981	-0.15209	-0.11484	-1.26297	-0.29131	-1.81666	-1.67164	-0.82142
0.31227	0.04760	-0.32338	-0.15110	-0.11927	-1.25022	-0.28308	-1.81732	-1.66423	-0.81679
0.30997	0.05156	-0.32723	-0.15008	-0.12378	-1.23734	-0.27584	-1.81815	-1.65776	-0.81263
0.30792	0.05512	-0.33133	-0.14903	-0.12831	-1.22436	-0.26964	-1.81910	-1.65219	-0.80899
0.30615	0.05829	-0.33567	-0.14795	-0.13281	-1.21129	-0.26450	-1.82013	-1.64743	-0.80589
0.30467	0.06108	-0.34022	-0.14687	-0.13722	-1.19817	-0.26042	-1.82122	-1.64337	-0.80335
0.30348	0.06348	-0.34499	-0.14579	-0.14147	-1.18503	-0.25739	-1.82233	-1.63990	-0.80140
0.30258	0.06549	-0.34997	-0.14475	-0.14552	-1.17192	-0.25541	-1.82344	-1.63689	-0.80003
0.30198	0.06713	-0.35515	-0.14376	-0.14931	-1.15886	-0.25446	-1.82452	-1.63420	-0.79924
0.30169	0.06840	-0.36051	-0.14286	-0.15281	-1.14593	-0.25451	-1.82555	-1.63171	-0.79904
0.30172	0.06931	-0.36605	-0.14207	-0.15598	-1.13316	-0.25554	-1.82651	-1.62929	-0.79940
0.30208	0.06985	-0.37174	-0.14142	-0.15879	-1.12061	-0.25753	-1.82737	-1.62680	-0.80032
0.30278	0.07004	-0.37756	-0.14092	-0.16119	-1.10836	-0.26045	-1.82814	-1.62415	-0.80177
0.30382	0.06988	-0.38349	-0.14060	-0.16317	-1.09644	-0.26427	-1.82878	-1.62124	-0.80371
0.30520	0.06939	-0.38950	-0.14045	-0.16468	-1.08491	-0.26893	-1.82929	-1.61800	-0.80612
0.30691	0.06860	-0.39554	-0.14049	-0.16571	-1.07382	-0.27439	-1.82964	-1.61440	-0.80894
0.30894	0.06752	-0.40159	-0.14071	-0.16621	-1.06317	-0.28057	-1.82984	-1.61040	-0.81212
0.31129	0.06617	-0.40761	-0.14110	-0.16617	-1.05301	-0.28740	-1.82985	-1.60600	-0.81562
0.31395	0.06459	-0.41354	-0.14165	-0.16554	-1.04334	-0.29480	-1.82967	-1.60120	-0.81935
0.31690	0.06282	-0.41933	-0.14236	-0.16431	-1.03417	-0.30270	-1.82928	-1.59602	-0.82328
0.32013	0.06090	-0.42492	-0.14321	-0.16246	-1.02552	-0.31100	-1.82868	-1.59050	-0.82731
0.32361	0.05884	-0.43025	-0.14421	-0.15999	-1.01739	-0.31962	-1.82786	-1.58469	-0.83138
0.32735	0.05669	-0.43525	-0.14534	-0.15692	-1.00980	-0.32848	-1.82681	-1.57864	-0.83543
0.33131	0.05444	-0.43988	-0.14662	-0.15326	-1.00275	-0.33749	-1.82552	-1.57240	-0.83937
0.33549	0.05211	-0.44408	-0.14806	-0.14905	-0.99627	-0.34658	-1.82400	-1.56606	-0.84316
0.33988	0.04970	-0.44781	-0.14966	-0.14435	-0.99035	-0.35569	-1.82224	-1.55967	-0.84672
0.34449	0.04719	-0.45102	-0.15143	-0.13919	-0.98501	-0.36475	-1.82022	-1.55331	-0.85000
0.34931	0.04456	-0.45369	-0.15337	-0.13365	-0.98024	-0.37371	-1.81792	-1.54707	-0.85296
0.35433	0.04179	-0.45578	-0.15547	-0.12777	-0.97602	-0.38253	-1.81534	-1.54100	-0.85554
0.35955	0.03887	-0.45727	-0.15773	-0.12163	-0.97236	-0.39117	-1.81244	-1.53519	-0.85770
0.36495	0.03576	-0.45816	-0.16011	-0.11527	-0.96921	-0.39962	-1.80923	-1.52969	-0.85941
0.37050	0.03244	-0.45842	-0.16260	-0.10875	-0.96657	-0.40785	-1.80571	-1.52457	-0.86063
0.37619	0.02890	-0.45805	-0.16515	-0.10215	-0.96439	-0.41585	-1.80186	-1.51989	-0.86135
0.38197	0.02511	-0.45705	-0.16773	-0.09552	-0.96265	-0.42364	-1.79770	-1.51571	-0.86154
0.38781	0.02108	-0.45542	-0.17027	-0.08895	-0.96128	-0.43122	-1.79324	-1.51207	-0.86123
0.39366	0.01680	-0.45316	-0.17275	-0.08250	-0.96025	-0.43860	-1.78849	-1.50901	-0.86042
0.39946	0.01229	-0.45030	-0.17511	-0.07626	-0.95950	-0.44583	-1.78347	-1.50656	-0.85913
0.40515	0.00759	-0.44685	-0.17731	-0.07029	-0.95899	-0.45294	-1.77821	-1.50476	-0.85739
0.41067	0.00273	-0.44286	-0.17932	-0.06467	-0.95865	-0.45995	-1.77270	-1.50362	-0.85523
0.41592	-0.00222	-0.43836	-0.18111	-0.05947	-0.95845	-0.46691	-1.76698	-1.50314	-0.85269
0.42083	-0.00720	-0.43338	-0.18266	-0.05474	-0.95834	-0.47387	-1.76104	-1.50332	-0.84979
0.42530	-0.01214	-0.42798	-0.18397	-0.05053	-0.95829	-0.48086	-1.75492	-1.50416	-0.84656
0.42926	-0.01696	-0.42221	-0.18500	-0.04688	-0.95827	-0.48794	-1.74865	-1.50562	-0.84302
0.43263	-0.02161	-0.41613	-0.18575	-0.04380	-0.95826	-0.49514	-1.74225	-1.50766	-0.83920
0.43532	-0.02602	-0.40982	-0.18618	-0.04131	-0.95826	-0.50251	-1.73575	-1.51026	-0.83509
0.43730	-0.03014	-0.40335	-0.18626	-0.03941	-0.95827	-0.51009	-1.72915	-1.51335	-0.83070
0.43852	-0.03393	-0.39678	-0.18596	-0.03808	-0.95831	-0.51793	-1.72248	-1.51688	-0.82603
0.43895	-0.03736	-0.39020	-0.18522	-0.03731	-0.95841	-0.52605	-1.71572	-1.52079	-0.82108
0.43859	-0.04042	-0.38365	-0.18399	-0.03706	-0.95857	-0.53448	-1.70886	-1.52503	-0.81584
0.43741	-0.04309	-0.37720	-0.18223	-0.03728	-0.95883	-0.54326	-1.70191	-1.52951	-0.81030
0.43542	-0.04538	-0.37089	-0.17989	-0.03794	-0.95918	-0.55240	-1.69483	-1.53418	-0.80445
0.43264	-0.04731	-0.36476	-0.17695	-0.03896	-0.95962	-0.56191	-1.68761	-1.53898	-0.79830
0.42908	-0.04890	-0.35884	-0.17339	-0.04030	-0.96016	-0.57180	-1.68024	-1.54382	-0.79186
0.42476	-0.05016	-0.35315	-0.16921	-0.04190	-0.96078	-0.58208	-1.67269	-1.54863	-0.78513
0.41971	-0.05112	-0.34771	-0.16441	-0.04370	-0.96149	-0.59276	-1.66494	-1.55336	-0.77817
0.41397	-0.05179	-0.34252	-0.15904	-0.04565	-0.96228	-0.60384	-1.65699	-1.55793	-0.77100
0.40759	-0.05219	-0.33757	-0.15313	-0.04771	-0.96315	-0.61533	-1.64884	-1.56226	-0.76366
0.40063	-0.05235	-0.33285	-0.14676	-0.04984	-0.96410	-0.62724	-1.64049	-1.56627	-0.75621
0.39316	-0.05225	-0.32835	-0.14001	-0.05199	-0.96509	-0.63955	-1.63193	-1.56991	-0.74869
0.38528	-0.05192	-0.32404	-0.13296	-0.05412	-0.96612	-0.65228	-1.62319	-1.57308	-0.74113
0.37707	-0.05133	-0.31989	-0.12572	-0.05619	-0.96714	-0.66543	-1.61426	-1.57573	-0.73357
0.36864	-0.05050	-0.31589	-0.11839	-0.05816	-0.96812	-0.67900	-1.60517	-1.57779	-0.72604
0.36009	-0.04940	-0.31199	-0.11108	-0.05996	-0.96900	-0.69299	-1.59593	-1.57921	-0.71853
0.35151	-0.04804	-0.30817	-0.10390	-0.06155	-0.96971	-0.70740	-1.58657	-1.57992	-0.71105
0.34300	-0.04641	-0.30440	-0.09697	-0.06286	-0.97021	-0.72224	-1.57710	-1.57989	-0.70358
0.33463	-0.04451	-0.30064	-0.09040	-0.06385	-0.97044	-0.73752	-1.56754	-1.57910	-0.69612
0.32647	-0.04236	-0.29688	-0.08431	-0.06445	-0.97036	-0.75325	-1.55791	-1.57751	-0.68864
0.31858	-0.03995	-0.29309	-0.07883	-0.06464	-0.96992	-0.76945	-1.54821	-1.57510	-0.68114
0.31101	-0.03731	-0.28928	-0.07405	-0.06436	-0.96912	-0.78612	-1.53845	-1.57187	-0.67362
0.30380	-0.03446	-0.28544	-0.07008	-0.06361	-0.96793	-0.80328	-1.52863	-1.56781	-0.66608
0.29699	-0.03141	-0.28156	-0.06700	-0.06235	-0.96635	-0.82091	-1.51878	-1.56292	-0.65855
0.29062	-0.02820	-0.27765	-0.06487	-0.06059	-0.96440	-0.83903	-1.50887	-1.55721	-0.65104
0.28473	-0.02484	-0.27369	-0.06372	-0.05831	-0.96209	-0.85760	-1.49893	-1.55068	-0.64358
0.27932	-0.02139	-0.26969	-0.06359	-0.05551	-0.95944	-0.87660	-1.48893	-1.54336	-0.63621
0.27443	-0.01789	-0.26564	-0.06449	-0.05219	-0.95651	-0.89600	-1.47888	-1.53527	-0.62895
0.27007	-0.01440	-0.26153	-0.06640	-0.04834	-0.95333	-0.91575	-1.46878	-1.52644	-0.62185
0.26625	-0.01096	-0.25739	-0.06933	-0.04396	-0.94996	-0.93579	-1.45865	-1.51692	-0.61495
0.26297	-0.00766	-0.25320	-0.07323	-0.03904	-0.94644	-0.95604	-1.44847	-1.50676	-0.60829
0.26023	-0.00455	-0.24899	-0.07808	-0.03359	-0.94281	-0.97644	-1.43825	-1.49602	-0.60192
0.25802	-0.00169	-0.24477	-0.08382	-0.02761	-0.93913	-0.99690	-1.42800	-1.48476	-0.59588
0.25634	0.00086	-0.24058	-0.09038	-0.02112	-0.93545	-1.01733	-1.41772	-1.47304	-0.59023
0.25519	0.00307	-0.23646	-0.09769	-0.01414	-0.93180	-1.03763	-1.40743	-1.46092	-0.58502
0.25454	0.00491	-0.23244	-0.10566	-0.00669	-0.92821	-1.05773	-1.39714	-1.44846	-0.58029
0.25439	0.00635	-0.22857	-0.11421	0.00119	-0.92470	-1.07753	-1.38685	-1.43571	-0.57611
0.25471	0.00739	-0.22490	-0.12323	0.00947	-0.92128	-1.09696	-1.37658	-1.42272	-0.57251
0.25549	0.00804	-0.22145	-0.13264	0.01811	-0.91797	-1.11596	-1.36632	-1.40953	-0.56954
0.25671	0.00832	-0.21829	-0.14232	0.02706	-0.91474	-1.13447	-1.35608	-1.39617	-0.56723
0.25833	0.00826	-0.21543	-0.15217	0.03627	-0.91160	-1.15245	-1.34586	-1.38266	-0.56561
0.26032	0.00790	-0.21289	-0.16208	0.04568	-0.90852	-1.16984	-1.33566	-1.36904	-0.56468
0.26264	0.00729	-0.21069	-0.17197	0.05522	-0.90550	-1.18662	-1.32548	-1.35532	-0.56444
0.26524	0.00646	-0.20883	-0.18174	0.06483	-0.90250	-1.20276	-1.31533	-1.34154	-0.56484
0.26810	0.00547	-0.20732	-0.19131	0.07444	-0.89951	-1.21822	-1.30521	-1.32773	-0.56582
0.27115	0.00434	-0.20616	-0.20060	0.08398	-0.89652	-1.23299	-1.29516	-1.31393	-0.56729
0.27437	0.00311	-0.20534	-0.20955	0.09339	-0.89351	-1.24704	-1.28520	-1.30018	-0.56916
0.27771	0.00180	-0.20485	-0.21809	0.10263	-0.89049	-1.26037	-1.27534	-1.28650	-0.57131
0.28114	0.00043	-0.20468	-0.22618	0.11165	-0.88749	-1.27298	-1.26563	-1.27293	-0.57361
0.28462	-0.00096	-0.20480	-0.23378	0.12041	-0.88450	-1.28487	-1.25610	-1.25947	-0.57597
0.28813	-0.00236	-0.20518	-0.24085	0.12890	-0.88154	-1.29607	-1.24678	-1.24614	-0.57826
0.29164	-0.00372	-0.20578	-0.24737	0.13708	-0.87864	-1.30658	-1.23770	-1.23292	-0.58040
0.29511	-0.00500	-0.20655	-0.25331	0.14494	-0.87581	-1.31643	-1.22889	-1.21981	-0.58232
0.29852	-0.00618	-0.20743	-0.25866	0.15248	-0.87304	-1.32562	-1.22035	-1.20680	-0.58394
0.30186	-0.00719	-0.20833	-0.26339	0.15969	-0.87036	-1.33419	-1.21210	-1.19389	-0.58524
0.30508	-0.00802	-0.20918	-0.26747	0.16655	-0.86773	-1.34216	-1.20411	-1.18108	-0.58618
0.30818	-0.00862	-0.20988	-0.27089	0.17307	-0.86515	-1.34956	-1.19635	-1.16840	-0.58674
0.31111	-0.00895	-0.21035	-0.27363	0.17923	-0.86257	-1.35646	-1.18877	-1.15588	-0.58691
0.31387	-0.00900	-0.21049	-0.27566	0.18504	-0.85996	-1.36289	-1.18132	-1.14355	-0.58668
0.31641	-0.00871	-0.21022	-0.27697	0.19051	-0.85728	-1.36891	-1.17396	-1.13144	-0.58605
0.31874	-0.00805	-0.20946	-0.27756	0.19565	-0.85448	-1.37458	-1.16661	-1.11961	-0.58501
0.32083	-0.00698	-0.20815	-0.27743	0.20047	-0.85153	-1.37994	-1.15924	-1.10808	-0.58357
0.32269	-0.00545	-0.20621	-0.27656	0.20500	-0.84840	-1.38505	-1.15179	-1.09690	-0.58174
0.32435	-0.00345	-0.20360	-0.27496	0.20927	-0.84504	-1.38994	-1.14423	-1.08613	-0.57953
0.32582	-0.00096	-0.20027	-0.27263	0.21331	-0.84144	-1.39465	-1.13654	-1.07582	-0.57696
0.32714	0.00205	-0.19616	-0.26957	0.21716	-0.83758	-1.39921	-1.12872	-1.06600	-0.57406
0.32837	0.00558	-0.19123	-0.26577	0.22083	-0.83348	-1.40365	-1.12077	-1.05672	-0.57087
0.32956	0.00961	-0.18544	-0.26123	0.22435	-0.82913	-1.40801	-1.11271	-1.04804	-0.56743
0.33077	0.01415	-0.17874	-0.25596	0.22775	-0.82457	-1.41231	-1.10459	-1.04000	-0.56376
0.33207	0.01920	-0.17110	-0.24997	0.23105	-0.81984	-1.41658	-1.09643	-1.03261	-0.55990
0.33353	0.02474	-0.16249	-0.24327	0.23428	-0.81500	-1.42082	-1.08831	-1.02591	-0.55585
0.33521	0.03076	-0.15289	-0.23586	0.23746	-0.81010	-1.42507	-1.08026	-1.01992	-0.55165
0.33713	0.03724	-0.14227	-0.22777	0.24058	-0.80521	-1.42933	-1.07237	-1.01466	-0.54730
0.33931	0.04414	-0.13061	-0.21901	0.24367	-0.80039	-1.43360	-1.06468	-1.01014	-0.54283
0.34176	0.05141	-0.11790	-0.20959	0.24672	-0.79571	-1.43786	-1.05725	-1.00639	-0.53826
0.34443	0.05902	-0.10412	-0.19952	0.24971	-0.79122	-1.44212	-1.05014	-1.00340	-0.53364
0.34730	0.06691	-0.08928	-0.18884	0.25265	-0.78698	-1.44634	-1.04342	-1.00118	-0.52899
0.35031	0.07500	-0.07338	-0.17758	0.25555	-0.78307	-1.45052	-1.03713	-0.99972	-0.52438
0.35342	0.08324	-0.05646	-0.16577	0.25840	-0.77953	-1.45462	-1.03132	-0.99900	-0.51984
0.35657	0.09157	-0.03853	-0.15347	0.26122	-0.77642	-1.45864	-1.02603	-0.99902	-0.51541
0.35974	0.09992	-0.01964	-0.14073	0.26403	-0.77380	-1.46256	-1.02130	-0.99973	-0.51113
0.36292	0.10826	0.00015	-0.12760	0.26685	-0.77172	-1.46636	-1.01714	-1.00110	-0.50700
0.36610	0.11655	0.02081	-0.11416	0.26972	-0.77022	-1.47004	-1.01360	-1.00310	-0.50303
0.36933	0.12475	0.04228	-0.10045	0.27267	-0.76933	-1.47360	-1.01068	-1.00569	-0.49922
0.37264	0.13285	0.06451	-0.08655	0.27572	-0.76909	-1.47702	-1.00843	-1.00884	-0.49559
0.37610	0.14083	0.08746	-0.07251	0.27890	-0.76951	-1.48030	-1.00687	-1.01250	-0.49214
0.37977	0.14866	0.11107	-0.05840	0.28225	-0.77061	-1.48342	-1.00601	-1.01664	-0.48887
0.38373	0.15632	0.13529	-0.04427	0.28577	-0.77238	-1.48636	-1.00590	-1.02123	-0.48581
0.38805	0.16378	0.16006	-0.03021	0.28949	-0.77484	-1.48911	-1.00657	-1.02626	-0.48300
0.39282	0.17100	0.18532	-0.01625	0.29342	-0.77795	-1.49163	-1.00804	-1.03172	-0.48048
0.39810	0.17796	0.21100	-0.00245	0.29757	-0.78171	-1.49388	-1.01036	-1.03760	-0.47829
0.40397	0.18461	0.23703	0.01114	0.30193	-0.78608	-1.49584	-1.01357	-1.04391	-0.47649
0.41047	0.19092	0.26337	0.02447	0.30649	-0.79103	-1.49746	-1.01769	-1.05066	-0.47510
